City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,Kralendijk,BQ,12.15,-68.2667,80.02,83,27,24.45,scattered clouds
359,Codrington,AU,-38.2667,141.9667,55.69,77,57,8.21,broken clouds
360,Benguela,AO,-12.5763,13.4055,78.4,82,45,4.9,scattered clouds
361,Ca Mau,VN,9.1769,105.15,79.93,87,100,3.76,overcast clouds
362,Yanggu,CN,36.1106,115.7753,61.18,33,0,8.1,clear sky
363,Astana,KZ,51.1801,71.446,51.75,50,75,20.13,broken clouds
364,Pokrovka,KG,42.3414,78.0056,58.33,40,90,7.87,overcast clouds
365,Mangrol,IN,21.1167,70.1167,83.34,79,0,10.78,clear sky
366,Karratha,AU,-20.7377,116.8463,81.34,53,0,8.75,clear sky
367,Beringovskiy,RU,63.05,179.3167,3.78,88,34,5.53,scattered clouds
368,Narasannapeta,IN,18.4167,84.05,81.86,87,64,9.4,broken clouds
369,Lethem,GY,3.3803,-59.7968,93.87,35,51,11.41,broken clouds
370,Korla,CN,41.7597,86.1469,68.18,20,61,5.93,broken clouds
371,Brae,GB,60.3964,-1.353,41.76,61,89,14.34,overcast clouds
372,Gucheng,CN,35.9115,111.3192,61.3,28,6,2.42,clear sky
373,Jiuquan,CN,39.7432,98.5174,54.95,15,0,5.32,clear sky
374,Anadyr,RU,64.75,177.4833,12.0,92,100,5.99,overcast clouds
375,Flin Flon,CA,54.7682,-101.865,34.41,71,99,5.3,overcast clouds
376,Vittoria,IT,36.9537,14.5332,64.92,68,6,5.75,clear sky
377,Resende,BR,-22.4689,-44.4467,79.72,68,14,3.56,few clouds
378,Kidal,ML,18.4411,1.4078,96.6,6,0,14.67,clear sky
379,Muros,ES,42.7762,-9.0603,60.67,66,69,15.57,light rain
380,Kampot,KH,10.6167,104.1833,78.85,81,100,0.51,heavy intensity rain
381,Norsup,VU,-16.0667,167.3833,79.39,84,42,7.25,scattered clouds
382,Lincoln,US,40.8,-96.667,42.13,93,100,8.01,light rain
383,Rudnogorsk,RU,57.2639,103.7519,32.83,90,100,6.53,light snow
384,Huambo,AO,-12.7761,15.7392,60.93,64,14,4.16,few clouds
385,Jijiga,ET,9.35,42.8,70.02,65,78,5.55,broken clouds
386,Bubaque,GW,11.2833,-15.8333,78.39,71,33,17.45,scattered clouds
387,Ziro,IN,27.6333,93.8333,50.99,96,49,2.21,scattered clouds
388,Pochutla,MX,15.7432,-96.4661,91.81,43,100,7.02,overcast clouds
389,Onguday,RU,50.75,86.15,51.71,84,99,3.13,overcast clouds
390,Aguimes,ES,27.9054,-15.4461,70.66,60,20,29.93,few clouds
391,Ostrovnoy,RU,68.0531,39.5131,32.45,98,100,12.44,light snow
392,Abbotsford,CA,49.058,-122.2526,51.19,95,100,8.05,overcast clouds
393,Angoche,MZ,-16.2325,39.9086,75.43,81,4,12.75,clear sky
394,Kiunga,PG,-6.1219,141.2906,73.8,99,100,2.46,overcast clouds
395,Belmonte,BR,-15.8631,-38.8828,82.15,61,33,7.78,scattered clouds
396,Peace River,CA,56.2501,-117.286,38.82,97,100,5.17,overcast clouds
397,Emerald,AU,-23.5333,148.1667,63.34,84,69,9.51,broken clouds
398,Amahai,ID,-3.3333,128.9167,78.85,85,67,4.14,broken clouds
399,Fare,PF,-16.7,-151.0167,80.4,75,84,8.01,broken clouds
400,Kabinda,CD,-6.1333,24.4833,69.58,89,66,4.7,broken clouds
401,Andenes,NO,69.3143,16.1194,33.78,75,75,25.32,broken clouds
402,Otradnoye,RU,59.7775,30.8181,53.65,57,100,10.74,overcast clouds
403,Meulaboh,ID,4.1363,96.1285,76.12,94,100,2.48,light rain
404,Marawi,PH,7.9986,124.2928,70.02,94,100,1.43,overcast clouds
405,Curuca,BR,-0.7289,-47.8481,82.4,82,91,3.31,overcast clouds
406,Marzuq,YE,14.4,46.4667,78.89,47,47,7.96,scattered clouds
407,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,87.17,32,35,9.71,scattered clouds
408,Lasa,IT,46.6166,10.7002,56.35,88,100,1.25,overcast clouds
409,Tibacuy,CO,4.3511,-72.4564,87.1,58,41,5.53,scattered clouds
410,Inverell,AU,-29.7833,151.1167,51.67,92,1,3.0,clear sky
411,Tromso,NO,69.6496,18.957,32.38,80,75,25.32,broken clouds
412,Fukue,JP,32.6881,128.8419,60.84,50,36,19.08,scattered clouds
413,Norwich,GB,52.6278,1.2983,60.03,64,89,5.75,overcast clouds
414,Shanghai,CN,31.2222,121.4581,67.93,54,0,3.0,clear sky
415,Coahuayana,MX,18.7333,-103.6833,89.96,21,65,5.7,broken clouds
416,San Julian,MX,21.0167,-102.1667,79.21,11,82,8.61,broken clouds
417,Ahipara,NZ,-35.1667,173.1667,57.29,90,98,5.48,overcast clouds
418,Morki,RU,56.4303,48.9947,43.41,84,100,7.34,overcast clouds
419,Bykovo,RU,55.6361,38.0803,55.76,41,0,4.47,clear sky
420,Vestmannaeyjar,IS,63.4427,-20.2734,42.82,83,100,25.84,light rain
421,Gamba,GA,-2.65,10.0,79.92,84,97,3.44,overcast clouds
422,Kudat,MY,6.8837,116.8477,79.86,86,83,4.52,broken clouds
423,Ambulu,ID,-8.345,113.6058,76.96,91,71,3.76,broken clouds
424,Naze,JP,28.3667,129.4833,63.79,51,100,10.65,overcast clouds
425,Gimli,CA,50.6336,-96.9907,33.96,80,100,10.04,overcast clouds
426,Kumeny,RU,58.1089,49.9161,38.89,77,77,6.69,broken clouds
427,Lerwick,GB,60.1545,-1.1494,44.6,64,83,15.35,broken clouds
428,Tecoanapa,MX,16.5167,-98.75,87.24,45,95,7.47,overcast clouds
429,Cullinan,ZA,-25.6709,28.5236,63.82,43,0,4.63,clear sky
430,Berani,PK,25.785,68.8069,86.07,41,0,22.06,clear sky
431,Ossora,RU,59.2353,163.0719,15.64,92,45,5.46,scattered clouds
432,Claveria,PH,18.6074,121.0832,78.12,86,96,4.76,overcast clouds
433,Lompoc,US,34.6391,-120.4579,54.01,86,100,11.5,mist
434,Rantepao,ID,-2.9701,119.8978,66.78,97,89,2.21,overcast clouds
435,Norrtalje,SE,59.758,18.705,57.38,58,99,5.73,overcast clouds
436,Tahta,EG,26.7693,31.5021,96.3,8,21,3.78,few clouds
437,Norman Wells,CA,65.282,-126.8329,50.04,43,20,12.66,few clouds
438,Jiwani,PK,25.05,61.7417,85.44,63,0,19.62,clear sky
439,Togur,RU,58.3631,82.8265,32.61,86,46,6.04,scattered clouds
440,Aksaray,TR,38.3726,34.0254,57.61,73,97,12.08,overcast clouds
441,Pinawa,CA,50.1489,-95.8811,35.82,80,100,8.16,overcast clouds
442,Anaconda,US,46.1285,-112.9423,48.33,60,91,5.68,overcast clouds
443,Half Moon Bay,US,37.4636,-122.4286,61.48,80,100,19.57,mist
444,Cabra,ES,37.4725,-4.4421,56.12,86,20,11.97,few clouds
445,Paramirim,BR,-13.4425,-42.2389,87.85,34,47,5.7,scattered clouds
446,Dwarka,IN,22.2394,68.9678,83.48,78,0,14.14,clear sky
447,Surab,PK,28.4914,66.2585,73.53,15,13,9.62,few clouds
448,Antalaha,MG,-14.9003,50.2788,74.98,82,3,7.94,clear sky
449,Kawalu,ID,-7.3817,108.2082,74.07,97,100,1.61,overcast clouds
450,Rabo De Peixe,PT,37.8,-25.5833,65.71,63,75,10.36,broken clouds
451,Robertsport,LR,6.7533,-11.3686,84.34,72,45,9.98,light rain
452,Porto Murtinho,BR,-21.6989,-57.8825,81.23,62,77,5.59,broken clouds
453,Sorland,NO,67.667,12.6934,36.0,64,100,31.63,overcast clouds
454,Okhotsk,RU,59.3833,143.3,31.08,86,76,7.18,broken clouds
455,Nevsehir,TR,38.9167,34.6667,60.01,42,40,3.44,scattered clouds
456,Mehamn,NO,71.0357,27.8492,30.11,79,99,19.75,light snow
457,Say,NE,13.1007,2.3689,107.15,7,90,5.48,overcast clouds
458,Grindavik,IS,63.8424,-22.4338,45.07,87,100,19.57,overcast clouds
459,Puyang,CN,29.4603,119.8861,58.06,72,76,0.65,broken clouds
460,Santiago De Cao,PE,-7.9589,-79.2392,69.01,76,51,11.56,broken clouds
461,Yako,BF,12.9667,-2.2667,104.59,10,78,6.6,broken clouds
462,Neiafu,TO,-18.65,-173.9833,80.76,81,100,11.61,light rain
463,Kavaratti,IN,10.5669,72.642,85.21,68,66,12.12,broken clouds
464,Lancaster,US,40.2504,-76.2499,67.98,75,100,3.0,overcast clouds
465,Laguna,US,38.421,-121.4238,66.49,58,0,13.8,clear sky
466,Jizan,SA,17.3333,42.6667,87.87,61,13,8.66,few clouds
467,Lakhnadon,IN,22.6,79.6,89.35,26,35,6.11,scattered clouds
468,Mirabad,AF,30.4362,61.8383,89.64,15,1,8.21,clear sky
469,Erzincan,TR,39.75,39.5,52.86,63,89,1.52,overcast clouds
470,Steubenville,US,40.3698,-80.634,64.81,55,54,5.99,broken clouds
471,Chicama,PE,-7.8447,-79.1469,77.61,58,54,8.75,broken clouds
472,Sao Joao Da Barra,BR,-21.6403,-41.0511,83.17,56,0,7.0,clear sky
473,Nieuw Amsterdam,SR,5.8833,-55.0833,91.02,67,70,10.98,broken clouds
474,Santa Cruz,BO,-17.8,-63.1667,83.59,54,76,12.37,broken clouds
475,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,90.03,38,47,3.56,scattered clouds
476,La Ronge,CA,55.1001,-105.2842,37.22,69,100,12.41,overcast clouds
477,West Plains,US,36.7281,-91.8524,54.43,91,100,8.05,light rain
478,Saint George,US,37.1041,-113.5841,70.43,31,0,6.91,clear sky
479,Marfino,RU,55.7028,37.3822,55.31,40,0,2.24,clear sky
480,Yining,CN,29.0361,114.5636,57.0,75,100,1.05,overcast clouds
481,Wanning,CN,18.8003,110.3967,67.53,93,100,14.7,overcast clouds
482,Aswan,EG,24.0934,32.907,94.57,9,32,2.86,scattered clouds
483,Vieques,PR,18.425,-65.8329,86.11,79,100,16.55,overcast clouds
484,Jawhar,SO,2.7809,45.5005,81.72,72,99,14.2,overcast clouds
485,Sokoni,TZ,-6.4333,39.55,81.54,71,53,20.15,broken clouds
486,Bathsheba,BB,13.2167,-59.5167,81.91,74,21,18.03,few clouds
487,Bor,RU,56.3567,44.0669,46.33,76,61,5.39,broken clouds
488,Ikongo,MG,-21.8833,47.4333,66.65,97,77,1.28,light rain
489,Takaungu,KE,-3.6837,39.8566,79.45,81,100,17.69,light rain
490,Berlevag,NO,70.8578,29.0864,30.15,64,75,14.97,light shower snow
491,Tiznit,MA,29.5833,-9.5,65.75,56,0,11.83,clear sky
492,Jucuaran,SV,13.2539,-88.2478,87.19,47,65,2.64,broken clouds
493,Charters Towers,AU,-20.1,146.2667,67.95,84,23,6.98,few clouds
494,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,81,75,16.11,broken clouds
495,Sesheke,ZM,-17.4759,24.2968,67.06,62,86,3.4,light rain
496,Marathon,US,44.9,-89.7668,47.73,75,100,11.5,overcast clouds
497,Beckley,US,37.7782,-81.1882,74.08,39,0,14.97,clear sky
498,Svetlaya,RU,46.5389,138.3297,35.62,92,100,1.05,overcast clouds
499,Belyy Yar,RU,53.6039,91.3903,64.29,48,0,8.95,light rain
500,Namwala,ZM,-15.7504,26.4384,70.75,49,41,10.02,scattered clouds
501,Qui Nhon,VN,13.7667,109.2333,76.17,77,100,13.62,overcast clouds
502,Tilichiki,RU,60.4667,166.1,10.29,97,47,5.64,scattered clouds
503,Vega De Alatorre,MX,20.0333,-96.6333,86.85,67,8,11.61,clear sky
504,Kiri Buru,IN,22.0833,85.35,82.24,45,45,4.32,scattered clouds
505,Caravelas,BR,-17.7125,-39.2481,83.71,56,25,9.42,scattered clouds
506,Calama,CL,-22.4667,-68.9333,67.15,10,0,24.4,clear sky
507,Raudeberg,NO,61.9875,5.1352,43.47,82,90,17.63,overcast clouds
508,Lengshuitan,CN,26.4111,111.5956,59.47,72,83,1.32,broken clouds
509,Swan River,CA,52.1058,-101.2676,37.8,63,94,7.92,overcast clouds
510,Westport,US,41.1415,-73.3579,56.46,86,100,16.11,overcast clouds
511,Ucluelet,CA,48.9329,-125.5528,50.09,91,100,1.01,overcast clouds
512,Mayo,US,38.8876,-76.5119,78.67,68,0,5.01,haze
513,Teahupoo,PF,-17.8333,-149.2667,69.76,76,86,8.01,light rain
514,Tommot,RU,58.9564,126.2925,17.47,96,34,3.04,scattered clouds
515,Shieli,KZ,44.1667,66.75,67.69,69,100,9.19,overcast clouds
516,Poum,NC,-20.2333,164.0167,77.2,84,1,5.57,clear sky
517,Marsa Matruh,EG,31.3525,27.2453,75.22,48,26,2.21,scattered clouds
518,Gejiu,CN,23.306,103.1635,48.47,66,97,5.61,overcast clouds
519,Damietta,EG,31.4165,31.8133,69.31,68,97,15.43,light rain
520,Ketchikan,US,55.3422,-131.6461,44.58,92,100,2.57,light rain
521,Tinongan,PH,10.215,123.0353,78.98,80,87,4.12,overcast clouds
522,Segou,ML,13.4317,-6.2157,104.68,9,24,7.38,few clouds
523,Navalmoral De La Mata,ES,39.8916,-5.5406,67.96,55,92,3.65,overcast clouds
524,Kuusamo,FI,65.9667,29.1833,33.84,86,75,12.66,light shower snow
525,College,US,64.8569,-147.8028,45.9,62,100,1.01,overcast clouds
526,Grand Gaube,MU,-20.0064,57.6608,75.6,79,4,13.13,clear sky
527,Urumqi,CN,43.801,87.6005,76.15,13,0,17.9,clear sky
528,Kutum,SD,14.2,24.6667,88.43,9,2,10.51,clear sky
529,Laje,BR,-10.1833,-40.9667,88.93,33,71,8.9,broken clouds
530,Baghdad,IQ,33.3406,44.4009,82.26,27,14,9.57,few clouds
531,Puerto Suarez,BO,-18.95,-57.8,95.85,27,63,5.23,broken clouds
532,Salta,AR,-24.7859,-65.4117,56.57,75,100,1.99,overcast clouds
533,Hobyo,SO,5.3505,48.5268,85.6,71,100,17.85,light rain
534,Ciudad Real,ES,39.0,-4.0,67.05,45,68,5.99,broken clouds
535,Thayetmyo,MM,19.3167,95.1833,88.81,45,49,4.12,scattered clouds
536,Dickinson,US,29.4608,-95.0513,87.1,71,20,19.57,few clouds
537,Yendi,GH,9.4427,-0.0099,98.44,29,95,4.76,overcast clouds
538,Keuruu,FI,62.2667,24.7,48.38,58,61,13.69,broken clouds
539,Saurimo,AO,-9.6608,20.3916,72.82,57,72,4.03,broken clouds
540,Katobu,ID,-4.9408,122.5276,74.5,88,25,2.86,scattered clouds
541,Karangampel,ID,-6.4622,108.4519,81.66,82,100,5.93,overcast clouds
542,Gonbad-E Qabus,IR,37.25,55.1672,60.58,91,100,7.87,light rain
543,Baft,IR,29.234,56.6057,62.89,16,13,12.71,few clouds
544,Koryazhma,RU,61.3143,47.1691,36.99,81,75,5.26,broken clouds
545,Sarkand,KZ,45.41,79.9186,67.53,50,90,6.55,overcast clouds
546,Cangzhou,CN,38.3167,116.8667,62.87,33,14,8.9,few clouds
547,Roma,US,43.2128,-75.4557,56.73,96,100,7.23,overcast clouds
548,Vallenar,CL,-28.5708,-70.7581,73.9,36,60,3.33,broken clouds
549,Pafos,CY,34.7667,32.4167,67.23,82,20,8.05,light rain
550,Cap Malheureux,MU,-19.9842,57.6142,75.47,79,5,12.28,clear sky
551,Ahuimanu,US,21.4447,-157.8378,76.71,85,75,12.66,light rain
552,Wahiawa,US,21.5028,-158.0236,73.72,84,75,10.49,broken clouds
553,Marantao,PH,7.95,124.2333,70.16,94,100,1.5,overcast clouds
554,Saint-Joseph,RE,-21.3667,55.6167,73.78,82,9,4.88,clear sky
555,Lekoni,GA,-1.5843,14.2591,82.72,61,88,2.53,overcast clouds
556,Roblin,CA,51.23,-101.3565,39.4,61,85,5.55,overcast clouds
557,Davila,PH,18.4726,120.5763,80.58,80,99,9.19,overcast clouds
558,Cumbitara,CO,1.6517,-77.5823,73.62,57,46,5.55,scattered clouds
559,Hengyang,CN,26.8881,112.615,61.25,70,97,0.92,overcast clouds
560,Tainan,TW,22.9908,120.2133,67.78,83,100,9.84,overcast clouds
561,Tautira,PF,-17.7333,-149.15,79.34,77,91,8.08,overcast clouds
562,Yashkino,RU,55.8736,85.4265,35.8,80,62,5.17,broken clouds
563,Kamenka,RU,51.3223,42.7678,47.08,43,38,2.13,scattered clouds
564,Krasnyy Chikoy,RU,50.3643,108.7512,51.8,37,68,4.12,broken clouds
565,Qax,AZ,41.4225,46.9242,56.88,76,100,1.63,overcast clouds
566,Berkak,NO,62.825,10.0118,33.84,96,83,11.72,snow
567,Jian,CN,27.1172,114.9793,59.76,76,92,2.64,overcast clouds
568,Mouzouras,GR,35.5333,24.15,60.8,82,75,14.97,broken clouds
569,Alpena,US,45.0617,-83.4327,53.92,77,100,11.5,overcast clouds
570,Cazones,MX,20.7167,-97.3167,87.6,70,75,0.0,broken clouds
571,Palmer,US,42.1584,-72.3287,57.2,59,100,4.0,overcast clouds
572,Lahat,ID,-3.8,103.5333,73.65,99,100,2.46,overcast clouds
573,Pravda,RU,46.9396,142.009,36.54,94,100,3.74,overcast clouds
574,South Lake Tahoe,US,38.9332,-119.9844,57.15,30,0,32.01,clear sky
575,Sakassou,CI,7.4546,-5.2926,93.4,42,87,9.04,overcast clouds
576,Kaeo,NZ,-35.1,173.7833,58.35,87,99,5.66,overcast clouds
577,Camapua,BR,-19.5314,-54.0439,90.82,26,96,6.29,overcast clouds
578,La Rioja,ES,42.25,-2.5,49.78,92,100,4.97,overcast clouds
579,Chahuites,MX,16.2833,-94.1833,91.08,51,48,10.18,scattered clouds
580,Thinadhoo,MV,0.5333,72.9333,85.42,75,80,19.86,broken clouds
581,Baker City,US,44.7749,-117.8344,55.6,60,75,16.11,broken clouds
582,Alofi,NU,-19.0595,-169.9187,80.73,81,100,18.45,overcast clouds
583,Karwar,IN,14.8,74.1333,81.91,82,68,10.89,broken clouds
584,Puerto Madryn,AR,-42.7692,-65.0385,62.15,43,32,9.35,scattered clouds
585,Kirensk,RU,57.7853,108.1119,30.09,83,100,6.98,light snow
586,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.09,78,51,11.23,broken clouds
587,Axim,GH,4.8699,-2.2405,83.21,75,100,8.05,overcast clouds
588,Myaundzha,RU,63.0494,147.1858,25.43,92,100,4.34,overcast clouds
589,Bilma,NE,18.6853,12.9164,99.3,10,4,8.52,clear sky
590,Dunedin,NZ,-45.8742,170.5036,53.8,89,44,1.01,scattered clouds
591,Konstantinovsk,RU,47.5828,41.0922,46.67,69,69,7.38,broken clouds
592,Sao Felix Do Xingu,BR,-6.6447,-51.995,89.92,46,98,5.5,overcast clouds
593,Lubumbashi,CD,-11.6609,27.4794,60.85,82,81,3.74,broken clouds
594,Huilong,CN,31.8111,121.655,61.93,84,24,7.74,few clouds
595,Paracuru,BR,-3.41,-39.0306,83.1,86,88,10.76,heavy intensity rain
596,Constitucion,CL,-35.3333,-72.4167,60.31,59,1,12.59,clear sky
597,Dubbo,AU,-32.25,148.6167,51.93,93,0,9.22,clear sky
598,Port Hueneme,US,34.1478,-119.1951,67.51,74,100,3.44,haze
599,Manokwari,ID,-0.8667,134.0833,78.58,81,91,3.65,light rain
600,Nikolsk,RU,53.7189,46.0712,42.66,60,46,6.08,scattered clouds
601,Banda Aceh,ID,5.5577,95.3222,80.17,83,100,14.43,overcast clouds
602,Cumberland,US,35.0502,-78.8664,85.48,60,40,11.5,scattered clouds
603,Wukari,NG,7.85,9.7833,89.8,52,55,10.78,broken clouds
604,Podor,MR,16.6527,-14.9587,106.23,8,52,7.67,broken clouds
605,Le Mars,US,42.7942,-96.1656,45.91,70,100,0.0,overcast clouds
606,Aksum,ET,14.1245,38.7244,74.91,33,92,3.83,overcast clouds
607,Peski,RU,55.2163,38.7626,47.28,73,78,7.16,light rain
608,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,86.18,63,99,3.06,overcast clouds
609,Roebourne,AU,-20.7833,117.1333,80.65,52,0,8.84,clear sky
610,Auki,SB,-8.7676,160.7034,76.89,88,48,4.18,scattered clouds
611,Nyandoma,RU,61.669,40.1991,40.08,79,100,7.63,overcast clouds
612,Carangola,BR,-20.7331,-42.0294,82.94,52,1,2.17,clear sky
613,Champerico,GT,14.3,-91.9167,90.14,67,86,6.69,overcast clouds
614,Bandarbeyla,SO,9.4942,50.8122,84.76,79,76,14.03,broken clouds
615,Hailar,CN,49.2,119.7,51.26,46,70,7.81,broken clouds
616,Porto Walter,BR,-8.2686,-72.7439,92.66,41,82,2.89,broken clouds
617,Turukhansk,RU,65.8167,87.9833,25.88,85,59,7.58,broken clouds
618,Lerum,SE,57.7745,12.2697,50.94,67,75,14.97,broken clouds
619,Maku,IR,39.2911,44.4521,51.1,94,99,3.38,overcast clouds
620,Buenos Aires,AR,-34.6132,-58.3772,63.0,62,73,10.54,broken clouds
621,Hay River,CA,60.8156,-115.7999,42.55,66,14,9.93,few clouds
622,Begoro,GH,6.3871,-0.3774,86.41,58,91,6.04,overcast clouds
623,Massakory,TD,12.996,15.7293,100.94,17,47,9.86,scattered clouds
624,Celestun,MX,20.8667,-90.4,87.66,57,9,3.58,clear sky
625,Yar-Sale,RU,66.8333,70.8333,21.25,88,72,11.16,broken clouds
626,Mattru,SL,7.6244,-11.8332,86.58,66,99,6.17,light rain
627,Paramonga,PE,-10.6667,-77.8333,70.88,71,99,9.17,overcast clouds
628,Hohhot,CN,40.8106,111.6522,58.93,17,13,4.54,few clouds
629,Ampanihy,MG,-24.7,44.75,66.9,73,13,9.01,few clouds
630,Bonavista,CA,48.6499,-53.1147,37.78,96,100,10.96,overcast clouds
631,Tura,IN,25.5198,90.2201,70.48,96,66,6.58,broken clouds
632,Edson,CA,53.5835,-116.4356,39.31,62,100,4.61,overcast clouds
633,Artyom,AZ,40.4723,50.333,60.94,71,98,18.92,overcast clouds
634,Mogadishu,SO,2.0371,45.3438,83.23,76,100,16.33,overcast clouds
635,Pacifica,US,37.6138,-122.4869,61.41,83,75,19.57,mist
636,Diebougou,BF,10.9667,-3.25,101.84,22,97,5.44,overcast clouds
637,Senno,RU,59.5336,33.9167,50.27,64,100,6.04,overcast clouds
638,Bayanday,RU,53.0661,105.5139,46.78,64,100,3.2,overcast clouds
639,Troy,US,42.6056,-83.1499,54.9,71,100,8.05,overcast clouds
640,Matagami,CA,49.7502,-77.6328,58.05,66,48,10.33,scattered clouds
641,Muromtsevo,RU,56.3724,75.2418,40.06,63,100,13.73,overcast clouds
642,Gizo,SB,-8.103,156.8419,81.79,75,66,4.18,light rain
643,Coari,BR,-4.085,-63.1414,74.97,98,99,2.1,overcast clouds
644,Kelamangalam,IN,12.6,77.85,87.35,46,99,4.25,moderate rain
645,Ereymentau,KZ,51.6199,73.1033,46.53,63,63,13.4,broken clouds
646,Kalmunai,LK,7.4167,81.8167,80.04,76,87,5.28,overcast clouds
647,Alibag,IN,18.6411,72.8792,86.07,81,3,5.12,clear sky
648,Smithers,CA,54.7804,-127.1743,46.9,74,100,1.21,overcast clouds
649,Kilis,TR,36.7161,37.115,66.43,57,65,7.67,broken clouds
650,Praia Da Vitoria,PT,38.7333,-27.0667,66.76,75,9,6.17,clear sky
651,Yumen,CN,40.2833,97.2,59.05,8,4,7.96,clear sky
652,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,44,0,23.02,clear sky
653,Nhulunbuy,AU,-12.2333,136.7667,81.21,74,41,10.36,scattered clouds
654,Mount Isa,AU,-20.7333,139.5,71.37,64,76,9.22,broken clouds
655,Traralgon,AU,-38.1833,146.5333,50.81,92,35,0.94,scattered clouds
656,Shimoda,JP,34.6667,138.95,55.31,56,74,12.62,broken clouds
657,Lipin Bor,RU,60.2622,37.9763,40.93,78,98,10.31,overcast clouds
658,Jamalpur,BD,24.9167,89.9333,76.66,82,93,7.34,overcast clouds
659,Lalmohan,BD,22.3384,90.7419,77.72,73,42,16.8,scattered clouds
660,Gwembe,ZM,-16.4975,27.6069,59.41,70,31,1.79,scattered clouds
661,Nossa Senhora Das Dores,BR,-10.4917,-37.1933,81.09,70,88,13.58,overcast clouds
662,Skovorodino,RU,53.9833,123.9167,29.73,59,86,12.21,overcast clouds
663,Baykit,RU,61.67,96.37,30.96,95,100,12.55,snow
664,Imbituba,BR,-28.24,-48.6703,65.86,92,100,11.12,moderate rain
665,Ust-Tsilma,RU,65.441,52.1498,26.01,94,42,3.53,scattered clouds
666,Sept-Iles,CA,50.2001,-66.3821,46.06,40,4,5.01,clear sky
667,Labuhan,ID,-6.8844,112.2051,80.04,83,100,7.07,overcast clouds
668,Vitim,RU,59.4511,112.5578,25.83,73,94,5.35,overcast clouds
669,Tupik,RU,54.4253,119.9327,23.0,69,49,4.72,scattered clouds
670,Kanadey,RU,53.1679,47.5264,46.65,56,88,3.62,overcast clouds
671,Waipawa,NZ,-41.4122,175.5153,54.63,91,98,3.8,overcast clouds
672,Garowe,SO,8.4054,48.4845,78.6,64,69,25.72,light rain
673,Rodrigues Alves,BR,-7.738,-72.6509,86.2,44,42,2.24,scattered clouds
674,Padang,ID,-0.9492,100.3543,75.25,88,100,6.2,moderate rain
