City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
460,Santiago De Cao,PE,69.01,broken clouds,-7.9589,-79.2392,Casa de la tía
462,Neiafu,TO,80.76,light rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
463,Kavaratti,IN,85.21,broken clouds,10.5669,72.642,Hotels in Lakshadweep Islands
464,Lancaster,US,67.98,overcast clouds,40.2504,-76.2499,Refreshing Mountain Retreat and Adventure Center
465,Laguna,US,66.49,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
466,Jizan,SA,87.87,few clouds,17.3333,42.6667,شهدان. ابوالحجر
467,Lakhnadon,IN,89.35,scattered clouds,22.6,79.6,HOTEL PRIDE
469,Erzincan,TR,52.86,overcast clouds,39.75,39.5,Eriza Boutique Hotel
470,Steubenville,US,64.81,broken clouds,40.3698,-80.634,University hotel steubenville
471,Chicama,PE,77.61,broken clouds,-7.8447,-79.1469,Balihai Bungalows
472,Sao Joao Da Barra,BR,83.17,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
474,Santa Cruz,BO,83.59,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
476,La Ronge,CA,37.22,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
477,West Plains,US,54.43,light rain,36.7281,-91.8524,West Plains Motel
478,Saint George,US,70.43,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
479,Marfino,RU,55.31,clear sky,55.7028,37.3822,Nemchinovka-Park
480,Yining,CN,57.0,overcast clouds,29.0361,114.5636,Xiushui Hotel
481,Wanning,CN,67.53,overcast clouds,18.8003,110.3967,Paradise Hotel
483,Vieques,PR,86.11,overcast clouds,18.425,-65.8329,"The St. Regis Bahia Beach Resort, Puerto Rico"
484,Jawhar,SO,81.72,overcast clouds,2.7809,45.5005,hantiwadaag village part one
485,Sokoni,TZ,81.54,broken clouds,-6.4333,39.55,Ujamaa Beach Resort
486,Bathsheba,BB,81.91,few clouds,13.2167,-59.5167,Atlantis Hotel
487,Bor,RU,46.33,broken clouds,56.3567,44.0669,Oktyabrskaya Hotel
489,Takaungu,KE,79.45,light rain,-3.6837,39.8566,Takaungu House
490,Berlevag,NO,30.15,light shower snow,70.8578,29.0864,Kvitbrakka
492,Jucuaran,SV,87.19,broken clouds,13.2539,-88.2478,Hostal Doña Consuelo
493,Charters Towers,AU,67.95,few clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
494,Los Llanos De Aridane,ES,67.12,broken clouds,28.6585,-17.9182,Valle Aridane
495,Sesheke,ZM,67.06,light rain,-17.4759,24.2968,Protea Hotel by Marriott Zambezi River Lodge
497,Beckley,US,74.08,clear sky,37.7782,-81.1882,"Country Inn & Suites by Radisson, Beckley, WV"
499,Belyy Yar,RU,64.29,light rain,53.6039,91.3903,Pasportnyy Stol
500,Namwala,ZM,70.75,scattered clouds,-15.7504,26.4384,Corner Point Lodge
501,Qui Nhon,VN,76.17,overcast clouds,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
503,Vega De Alatorre,MX,86.85,clear sky,20.0333,-96.6333,Hotel D Luxe
504,Kiri Buru,IN,82.24,scattered clouds,22.0833,85.35,Lucky India
505,Caravelas,BR,83.71,scattered clouds,-17.7125,-39.2481,Pousada dos Navegantes
506,Calama,CL,67.15,clear sky,-22.4667,-68.9333,Park Hotel Calama
507,Raudeberg,NO,43.47,overcast clouds,61.9875,5.1352,Nordre Silda.
508,Lengshuitan,CN,59.47,broken clouds,26.4111,111.5956,Jialong Hotel
509,Swan River,CA,37.8,overcast clouds,52.1058,-101.2676,Super 8 by Wyndham Swan River MB
510,Westport,US,56.46,overcast clouds,41.1415,-73.3579,The Inn at Longshore
511,Ucluelet,CA,50.09,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
512,Mayo,US,78.67,haze,38.8876,-76.5119,Resorts Resource Group International
513,Teahupoo,PF,69.76,light rain,-17.8333,-149.2667,Vanira Lodge
515,Shieli,KZ,67.69,overcast clouds,44.1667,66.75,Gostinitsa Aybek Shieli
517,Marsa Matruh,EG,75.22,scattered clouds,31.3525,27.2453,Beau Site
518,Gejiu,CN,48.47,overcast clouds,23.306,103.1635,Yixuanzhuang Banshan Guesthouse
519,Damietta,EG,69.31,light rain,31.4165,31.8133,SULIMAN INN
520,Ketchikan,US,44.58,light rain,55.3422,-131.6461,Snow's Cove Lodge
521,Tinongan,PH,78.98,overcast clouds,10.215,123.0353,jinmark extension
523,Navalmoral De La Mata,ES,67.96,overcast clouds,39.8916,-5.5406,Hotel Moya S A
524,Kuusamo,FI,33.84,light shower snow,65.9667,29.1833,Hotel Kuusanka
525,College,US,45.9,overcast clouds,64.8569,-147.8028,Pike's Waterfront Lodge
526,Grand Gaube,MU,75.6,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
527,Urumqi,CN,76.15,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
528,Kutum,SD,88.43,clear sky,14.2,24.6667,Dibbo areaمنطقة دبو
529,Laje,BR,88.93,broken clouds,-10.1833,-40.9667,NN Pousada
530,Baghdad,IQ,82.26,few clouds,33.3406,44.4009,Baghdad Hotel
532,Salta,AR,56.57,overcast clouds,-24.7859,-65.4117,Hotel Alejandro I
533,Hobyo,SO,85.6,light rain,5.3505,48.5268,Iftin hotel hobyo
534,Ciudad Real,ES,67.05,broken clouds,39.0,-4.0,Casa de la Tia Sabina
535,Thayetmyo,MM,88.81,scattered clouds,19.3167,95.1833,Htarwaya Thitsar Guest House
536,Dickinson,US,87.1,few clouds,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
538,Keuruu,FI,48.38,broken clouds,62.2667,24.7,Hostelli Nonna
539,Saurimo,AO,72.82,broken clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
540,Katobu,ID,74.5,scattered clouds,-4.9408,122.5276,La Ode Husein
541,Karangampel,ID,81.66,overcast clouds,-6.4622,108.4519,ROOFTOP WAG ALL
542,Gonbad-E Qabus,IR,60.58,light rain,37.25,55.1672,Samin Building
543,Baft,IR,62.89,few clouds,29.234,56.6057,Paeez Hotel & restaurant
544,Koryazhma,RU,36.99,broken clouds,61.3143,47.1691,Guesthouse Nadezhda
545,Sarkand,KZ,67.53,overcast clouds,45.41,79.9186,Гостиница Сарканд
546,Cangzhou,CN,62.87,few clouds,38.3167,116.8667,Jinji Express Hotel
547,Roma,US,56.73,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
548,Vallenar,CL,73.9,broken clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
549,Pafos,CY,67.23,light rain,34.7667,32.4167,Elysium Hotel
550,Cap Malheureux,MU,75.47,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
551,Ahuimanu,US,76.71,light rain,21.4447,-157.8378,Paradise Bay Resort
552,Wahiawa,US,73.72,broken clouds,21.5028,-158.0236,The Inn At Schofield
553,Marantao,PH,70.16,overcast clouds,7.95,124.2333,Kadi asnifah property
554,Saint-Joseph,RE,73.78,clear sky,-21.3667,55.6167,"""Plantation Bed and Breakfast"
555,Lekoni,GA,82.72,overcast clouds,-1.5843,14.2591,Rendez-vous Des ChasseursD
556,Roblin,CA,39.4,overcast clouds,51.23,-101.3565,"Harvest Moon Inn, Roblin Manitboa"
557,Davila,PH,80.58,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
558,Cumbitara,CO,73.62,scattered clouds,1.6517,-77.5823,Hotel inter
559,Hengyang,CN,61.25,overcast clouds,26.8881,112.615,Honglin Guesthouse
560,Tainan,TW,67.78,overcast clouds,22.9908,120.2133,Tie Dao Hotel
561,Tautira,PF,79.34,overcast clouds,-17.7333,-149.15,Pension Oaoa
562,Yashkino,RU,35.8,broken clouds,55.8736,85.4265,District court
564,Krasnyy Chikoy,RU,51.8,broken clouds,50.3643,108.7512,Persona
565,Qax,AZ,56.88,overcast clouds,41.4225,46.9242,El Resort Hotel
566,Berkak,NO,33.84,snow,62.825,10.0118,Sande House and Cottages AS Trøndelag
567,Jian,CN,59.76,overcast clouds,27.1172,114.9793,Luling International Hotel
568,Mouzouras,GR,60.8,broken clouds,35.5333,24.15,Areti Suites
569,Alpena,US,53.92,overcast clouds,45.0617,-83.4327,Days Inn by Wyndham Alpena
570,Cazones,MX,87.6,broken clouds,20.7167,-97.3167,Hotel paraíso
571,Palmer,US,57.2,overcast clouds,42.1584,-72.3287,Wedgewood Motel
572,Lahat,ID,73.65,overcast clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
574,South Lake Tahoe,US,57.15,clear sky,38.9332,-119.9844,Tahoe Lakeshore Lodge & Spa
576,Kaeo,NZ,58.35,overcast clouds,-35.1,173.7833,Bushido Lodge
578,La Rioja,ES,49.78,overcast clouds,42.25,-2.5,Casa Concejos
581,Baker City,US,55.6,broken clouds,44.7749,-117.8344,Bridge Street Inn
582,Alofi,NU,80.73,overcast clouds,-19.0595,-169.9187,Taloa Heights
583,Karwar,IN,81.91,broken clouds,14.8,74.1333,Netalco Connects
584,Puerto Madryn,AR,62.15,scattered clouds,-42.7692,-65.0385,Hotel Tolosa
585,Kirensk,RU,30.09,light snow,57.7853,108.1119,Kirenskiy Plos
586,Sao Jose Da Coroa Grande,BR,82.09,broken clouds,-8.8978,-35.1478,Crôa Mares Hotel
587,Axim,GH,83.21,overcast clouds,4.8699,-2.2405,Axim Beach Resort And Spa
590,Dunedin,NZ,53.8,scattered clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
591,Konstantinovsk,RU,46.67,broken clouds,47.5828,41.0922,Holiday Park Starodonye
592,Sao Felix Do Xingu,BR,89.92,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
593,Lubumbashi,CD,60.85,broken clouds,-11.6609,27.4794,Glo Flats
594,Huilong,CN,61.93,few clouds,31.8111,121.655,Hilton Garden Inn Qidong
595,Paracuru,BR,83.1,heavy intensity rain,-3.41,-39.0306,Hotel Vento Brasil
596,Constitucion,CL,60.31,clear sky,-35.3333,-72.4167,Hotel Boutique Las Azucenas
597,Dubbo,AU,51.93,clear sky,-32.25,148.6167,Quality Inn Dubbo International
598,Port Hueneme,US,67.51,haze,34.1478,-119.1951,Hampton Inn Channel Islands Harbor
599,Manokwari,ID,78.58,light rain,-0.8667,134.0833,Swiss Belhotel Manokwari
600,Nikolsk,RU,42.66,scattered clouds,53.7189,46.0712,Гостиница Центральная
601,Banda Aceh,ID,80.17,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
602,Cumberland,US,85.48,scattered clouds,35.0502,-78.8664,American Eagle Inn
603,Wukari,NG,89.8,broken clouds,7.85,9.7833,Elimtop
605,Le Mars,US,45.91,overcast clouds,42.7942,-96.1656,"Holiday Inn Express & Suites Le Mars, an IHG Hotel"
606,Aksum,ET,74.91,overcast clouds,14.1245,38.7244,Remhai Hotel
607,Peski,RU,47.28,light rain,55.2163,38.7626,Dachi Khudozhnikov
608,Sao Geraldo Do Araguaia,BR,86.18,overcast clouds,-6.4006,-48.555,Hotel Por do Sol
609,Roebourne,AU,80.65,clear sky,-20.7833,117.1333,Latitude20 Roebourne Village
610,Auki,SB,76.89,scattered clouds,-8.7676,160.7034,Auki Motel
611,Nyandoma,RU,40.08,overcast clouds,61.669,40.1991,"Hotel ""Sputnik"" (Sputnik Hotel)"
612,Carangola,BR,82.94,clear sky,-20.7331,-42.0294,Hotel Fazenda Búfalos
614,Bandarbeyla,SO,84.76,broken clouds,9.4942,50.8122,JABIR HOTEL
615,Hailar,CN,51.26,broken clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
617,Turukhansk,RU,25.88,broken clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
618,Lerum,SE,50.94,broken clouds,57.7745,12.2697,Aspenäs Herrgård
619,Maku,IR,51.1,overcast clouds,39.2911,44.4521,Maku Tourist Hotel
620,Buenos Aires,AR,63.0,broken clouds,-34.6132,-58.3772,Hotel NH Buenos Aires City
621,Hay River,CA,42.55,few clouds,60.8156,-115.7999,Ptarmigan Inn
622,Begoro,GH,86.41,overcast clouds,6.3871,-0.3774,Sweet Memories Hotel
624,Celestun,MX,87.66,clear sky,20.8667,-90.4,Posada Lilia
625,Yar-Sale,RU,21.25,broken clouds,66.8333,70.8333,Yalemd
626,Mattru,SL,86.58,light rain,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
627,Paramonga,PE,70.88,overcast clouds,-10.6667,-77.8333,HOSTAL MI CHALET - PARAMONGA
628,Hohhot,CN,58.93,few clouds,40.8106,111.6522,Sheraton Hohhot Hotel
629,Ampanihy,MG,66.9,few clouds,-24.7,44.75,Angora Hotel
630,Bonavista,CA,37.78,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
631,Tura,IN,70.48,broken clouds,25.5198,90.2201,Hotel RIKMAN Continental
632,Edson,CA,39.31,overcast clouds,53.5835,-116.4356,"Holiday Inn Express & Suites Edson, an IHG Hotel"
633,Artyom,AZ,60.94,overcast clouds,40.4723,50.333,Pir hos
634,Mogadishu,SO,83.23,overcast clouds,2.0371,45.3438,Hotel Juba
635,Pacifica,US,61.41,mist,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
638,Bayanday,RU,46.78,overcast clouds,53.0661,105.5139,Guesthouse Nika
639,Troy,US,54.9,overcast clouds,42.6056,-83.1499,Embassy Suites by Hilton Detroit Troy Auburn Hills
640,Matagami,CA,58.05,scattered clouds,49.7502,-77.6328,Motel Le Caribou
641,Muromtsevo,RU,40.06,overcast clouds,56.3724,75.2418,Plyazh U Reki Tara
642,Gizo,SB,81.79,light rain,-8.103,156.8419,Imagination Island
643,Coari,BR,74.97,overcast clouds,-4.085,-63.1414,Dellrey Hotel Center
644,Kelamangalam,IN,87.35,moderate rain,12.6,77.85,BNS NILAYAM
645,Ereymentau,KZ,46.53,broken clouds,51.6199,73.1033,"Gostinitsa ""Dostyk"""
646,Kalmunai,LK,80.04,overcast clouds,7.4167,81.8167,VS Villa
647,Alibag,IN,86.07,clear sky,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
648,Smithers,CA,46.9,overcast clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
649,Kilis,TR,66.43,broken clouds,36.7161,37.115,Otel Kilis Mer-tur Otel Ve Mado Cafe
650,Praia Da Vitoria,PT,66.76,clear sky,38.7333,-27.0667,Hotel Branco I
652,Comodoro Rivadavia,AR,58.86,clear sky,-45.8667,-67.5,Austral Hotel
653,Nhulunbuy,AU,81.21,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
654,Mount Isa,AU,71.37,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
655,Traralgon,AU,50.81,scattered clouds,-38.1833,146.5333,Comfort Inn Traralgon
656,Shimoda,JP,55.31,broken clouds,34.6667,138.95,Shimoda Tokyu Hotel
657,Lipin Bor,RU,40.93,overcast clouds,60.2622,37.9763,Priozor'ye
658,Jamalpur,BD,76.66,overcast clouds,24.9167,89.9333,College hostel
659,Lalmohan,BD,77.72,scattered clouds,22.3384,90.7419,Arifur Rahman Miraj
661,Nossa Senhora Das Dores,BR,81.09,overcast clouds,-10.4917,-37.1933,ANONIMATUS MOTEL
662,Skovorodino,RU,29.73,overcast clouds,53.9833,123.9167,Amur
664,Imbituba,BR,65.86,moderate rain,-28.24,-48.6703,Praia Hotel Imbituba
665,Ust-Tsilma,RU,26.01,scattered clouds,65.441,52.1498,U Praskov'i
666,Sept-Iles,CA,46.06,clear sky,50.2001,-66.3821,Comfort Inn
667,Labuhan,ID,80.04,overcast clouds,-6.8844,112.2051,DoubleFAG
668,Vitim,RU,25.83,overcast clouds,59.4511,112.5578,Gostinitsa V Apteke
669,Tupik,RU,23.0,scattered clouds,54.4253,119.9327,Guest House Orkhideya
671,Waipawa,NZ,54.63,overcast clouds,-41.4122,175.5153,Tora Coastal Walk
672,Garowe,SO,78.6,light rain,8.4054,48.4845,Curubo Hotel
673,Rodrigues Alves,BR,86.2,scattered clouds,-7.738,-72.6509,Pousada Aconchego
674,Padang,ID,75.25,moderate rain,-0.9492,100.3543,Mercure Padang
